,Unnamed: 0,ExtrTemp,LineSpeed,WaterTemp,Measure,City
2652,2652,235.31,55.31,26.6,175.25,Alexandria
2653,2653,234.9,55.72,27.09,169.37,Alexandria
2654,2654,234.99,54.93,26.94,175.66,Alexandria
2655,2655,235.07,54.38,26.87,180.38,Alexandria
2656,2656,234.79,55.11,26.79,171.87,Alexandria
2657,2657,234.89,55.74,26.71,167.92,Alexandria
2658,2658,235.06,54.75,26.79,177.36,Alexandria
2659,2659,235.08,55.79,26.83,169.93,Alexandria
2660,2660,235.03,55.07,26.97,175.13,Alexandria
2661,2661,235.11,55.54,27.08,172.86,Alexandria
2662,2662,234.5,55.45,27.29,167.77,Alexandria
2663,2663,235.29,54.88,26.88,178.99,Alexandria
2664,2664,235.1,55.33,26.94,173.92,Alexandria
2665,2665,234.47,54.85,26.91,170.74,Alexandria
2666,2666,235.02,54.99,27.0,175.66,Alexandria
2667,2667,234.83,55.16,26.95,172.33,Alexandria
2668,2668,234.88,54.64,26.9,176.54,Alexandria
2669,2669,235.01,54.55,27.32,179.9,Alexandria
2670,2670,234.94,55.49,27.18,171.67,Alexandria
2671,2671,234.8,53.99,26.82,180.28,Alexandria
2672,2672,235.01,55.25,26.72,172.83,Alexandria
2673,2673,235.04,54.87,27.12,177.15,Alexandria
2674,2674,235.21,56.23,26.89,168.25,Alexandria
2675,2675,235.31,55.95,26.71,170.76,Alexandria
2676,2676,234.97,53.91,26.97,183.15,Alexandria
2677,2677,234.7,54.75,27.01,174.18,Alexandria
2678,2678,235.19,54.77,26.84,178.7,Alexandria
2679,2679,235.07,55.28,27.24,174.78,Alexandria
2680,2680,235.06,54.99,26.84,175.67,Alexandria
2681,2681,234.84,55.16,26.82,172.01,Alexandria
2682,2682,234.78,55.03,26.82,172.38,Alexandria
2683,2683,234.91,54.59,27.4,178.7,Alexandria
2684,2684,234.75,54.6,27.16,176.3,Alexandria
2685,2685,234.54,56.12,26.64,161.25,Alexandria
2686,2686,234.96,55.09,27.47,175.75,Alexandria
2687,2687,234.96,55.32,26.99,172.61,Alexandria
2688,2688,234.82,55.86,27.03,167.35,Alexandria
2689,2689,234.93,54.72,26.97,176.68,Alexandria
2690,2690,235.16,55.99,27.09,170.01,Alexandria
2691,2691,235.23,54.91,26.67,177.5,Alexandria
2692,2692,234.79,55.15,26.94,171.96,Alexandria
2693,2693,235.18,55.26,27.12,175.75,Alexandria
2694,2694,235.3,54.89,26.84,178.87,Alexandria
2695,2695,235.13,55.18,27.03,175.56,Alexandria
2696,2696,234.95,55.06,27.35,175.56,Alexandria
2697,2697,234.92,54.71,27.2,177.39,Alexandria
2698,2698,234.72,55.48,26.78,168.27,Alexandria
2699,2699,234.69,54.59,26.87,174.87,Alexandria
2700,2700,235.01,55.41,27.24,173.22,Alexandria
2701,2701,235.02,54.5,26.7,178.5,Alexandria
2702,2702,234.98,54.69,26.83,177.06,Alexandria
2703,2703,235.19,54.49,26.77,180.55,Alexandria
2704,2704,235.12,54.89,27.27,178.35,Alexandria
2705,2705,234.72,54.44,27.05,176.82,Alexandria
2706,2706,234.89,54.7,27.13,176.91,Alexandria
2707,2707,235.07,55.99,27.02,168.9,Alexandria
2708,2708,234.77,54.92,26.91,173.36,Alexandria
2709,2709,234.9,54.39,26.73,178.06,Alexandria
2710,2710,235.0,55.55,26.83,170.9,Alexandria
2711,2711,235.24,54.74,27.18,180.46,Alexandria
2712,2712,235.13,54.28,26.49,180.61,Alexandria
2713,2713,235.2,55.64,26.87,172.35,Alexandria
2714,2714,234.77,54.61,26.91,175.7,Alexandria
2715,2715,235.07,55.74,27.01,170.75,Alexandria
2716,2716,234.81,54.78,26.88,174.77,Alexandria
2717,2717,234.9,55.42,26.85,170.8,Alexandria
2718,2718,235.17,55.19,27.13,176.19,Alexandria
2719,2719,235.29,54.92,26.91,178.81,Alexandria
2720,2720,234.63,55.37,26.98,168.87,Alexandria
2721,2721,234.92,54.01,26.8,181.43,Alexandria
2722,2722,235.32,55.4,27.51,177.34,Alexandria
2723,2723,234.98,54.38,27.15,180.26,Alexandria
2724,2724,234.98,55.46,26.85,171.42,Alexandria
2725,2725,234.71,55.77,26.92,166.48,Alexandria
2726,2726,234.76,56.57,26.87,160.82,Alexandria
2727,2727,234.83,55.34,27.02,171.25,Alexandria
2728,2728,235.17,53.68,26.9,186.81,Alexandria
2729,2729,234.84,54.53,27.28,178.08,Alexandria
2730,2730,235.15,56.19,27.21,168.8,Alexandria
2731,2731,234.97,54.89,26.94,175.83,Alexandria
2732,2732,234.56,55.16,27.0,169.65,Alexandria
2733,2733,235.31,54.3,26.98,183.84,Alexandria
2734,2734,234.96,54.7,27.31,178.24,Alexandria
2735,2735,235.02,55.82,26.89,169.23,Alexandria
2736,2736,235.3,54.55,26.97,181.79,Alexandria
2737,2737,235.19,54.03,26.94,184.45,Alexandria
2738,2738,235.4,55.38,27.03,176.92,Alexandria
2739,2739,234.91,55.36,27.23,172.47,Alexandria
2740,2740,235.32,55.0,27.09,179.13,Alexandria
2741,2741,234.85,55.24,26.85,171.68,Alexandria
2742,2742,234.97,55.75,27.06,169.75,Alexandria
2743,2743,234.86,53.7,26.98,183.53,Alexandria
2744,2744,235.05,55.97,27.19,169.34,Alexandria
2745,2745,235.12,54.66,26.87,178.86,Alexandria
2746,2746,235.32,54.96,27.13,179.51,Alexandria
2747,2747,235.14,54.56,26.9,179.93,Alexandria
2748,2748,235.32,55.87,26.95,172.22,Alexandria
2749,2749,234.87,55.02,27.39,175.12,Alexandria
2750,2750,235.27,55.35,26.75,174.92,Alexandria
2751,2751,234.89,55.26,26.82,171.87,Alexandria
2752,2752,235.09,54.56,26.72,178.82,Alexandria
2753,2753,234.75,55.75,27.36,168.35,Alexandria
2754,2754,234.93,54.48,27.2,179.16,Alexandria
2755,2755,234.98,54.41,26.79,179.07,Alexandria
2756,2756,235.5,55.91,27.37,174.98,Alexandria
2757,2757,235.05,55.17,26.83,174.27,Alexandria
2758,2758,234.97,54.19,27.03,181.29,Alexandria
2759,2759,235.16,54.15,27.05,183.6,Alexandria
2760,2760,234.86,55.87,26.92,167.3,Alexandria
2761,2761,235.05,55.2,26.78,173.88,Alexandria
2762,2762,235.3,55.73,27.2,173.75,Alexandria
2763,2763,234.87,54.53,27.13,177.92,Alexandria
2764,2764,234.6,54.72,26.78,172.68,Alexandria
2765,2765,234.92,54.95,27.17,175.53,Alexandria
2766,2766,234.94,55.95,26.89,167.46,Alexandria
2767,2767,235.0,54.42,27.08,180.06,Alexandria
2768,2768,235.33,54.87,27.23,180.6,Alexandria
2769,2769,234.8,54.82,27.16,175.19,Alexandria
2770,2770,235.2,54.07,27.05,184.64,Alexandria
2771,2771,235.35,55.77,26.81,172.83,Alexandria
2772,2772,235.06,54.47,27.13,180.38,Alexandria
2773,2773,235.28,55.33,26.98,175.8,Alexandria
2774,2774,235.08,55.62,26.94,171.51,Alexandria
2775,2775,234.82,55.22,26.69,171.01,Alexandria
2776,2776,235.52,56.04,26.95,173.09,Alexandria
2777,2777,235.02,54.72,26.95,177.66,Alexandria
2778,2778,235.05,54.77,27.0,177.63,Alexandria
2779,2779,235.14,55.25,27.09,175.29,Alexandria
2780,2780,235.4,54.26,26.92,184.86,Alexandria
2781,2781,235.07,54.64,27.09,179.2,Alexandria
2782,2782,235.04,55.05,27.17,175.99,Alexandria
2783,2783,234.97,55.19,27.07,173.93,Alexandria
2784,2784,235.05,54.77,26.95,177.52,Alexandria
2785,2785,235.08,55.85,27.0,169.95,Alexandria
2786,2786,235.04,54.47,26.85,179.37,Alexandria
2787,2787,235.05,55.25,26.98,174.04,Alexandria
2788,2788,235.16,55.7,26.72,171.09,Alexandria
2789,2789,234.89,56.35,26.72,163.44,Alexandria
2790,2790,235.46,54.5,27.04,184.11,Alexandria
2791,2791,235.13,55.54,26.8,172.19,Alexandria
2792,2792,234.98,54.5,27.13,179.4,Alexandria
2793,2793,235.24,55.28,26.94,175.68,Alexandria
2794,2794,235.01,55.27,26.7,172.62,Alexandria
2795,2795,235.18,54.87,27.09,178.55,Alexandria
2796,2796,234.84,54.02,27.14,181.59,Alexandria
2797,2797,235.09,54.69,27.03,178.76,Alexandria
2798,2798,235.03,55.71,26.68,169.55,Alexandria
2799,2799,234.99,54.93,26.88,175.5,Alexandria
2800,2800,235.23,53.87,27.14,186.67,Alexandria
2801,2801,235.34,54.25,27.13,185.07,Alexandria
2802,2802,234.99,54.89,26.79,175.56,Alexandria
2803,2803,234.86,54.35,27.32,179.79,Alexandria
2804,2804,235.18,54.51,27.12,181.36,Alexandria
2805,2805,235.18,54.35,26.94,182.03,Alexandria
2806,2806,234.88,55.51,27.35,171.44,Alexandria
2807,2807,235.06,54.84,27.0,177.33,Alexandria
2808,2808,234.95,55.34,27.02,172.4,Alexandria
2809,2809,235.09,54.31,27.01,181.55,Alexandria
2810,2810,234.77,55.08,27.32,173.5,Alexandria
2811,2811,235.12,55.21,27.44,176.44,Alexandria
2812,2812,235.08,54.62,26.9,178.82,Alexandria
2813,2813,235.13,55.23,27.08,175.38,Alexandria
2814,2814,234.57,54.84,26.75,171.43,Alexandria
2815,2815,234.76,55.31,27.07,170.9,Alexandria
2816,2816,235.23,56.49,26.93,166.54,Alexandria
2817,2817,235.1,55.53,26.96,172.45,Alexandria
2818,2818,234.95,55.63,26.77,169.55,Alexandria
2819,2819,234.44,55.39,27.19,167.23,Alexandria
2820,2820,235.19,55.61,27.29,173.85,Alexandria
2821,2821,234.97,54.0,27.27,183.42,Alexandria
2822,2822,234.91,56.12,26.84,165.68,Alexandria
2823,2823,235.2,54.78,27.35,180.2,Alexandria
2824,2824,234.67,56.6,26.67,159.08,Alexandria
2825,2825,234.89,54.68,27.3,177.56,Alexandria
2826,2826,235.11,55.46,27.2,173.76,Alexandria
2827,2827,234.77,54.52,26.67,175.66,Alexandria
2828,2828,234.97,55.56,27.24,171.78,Alexandria
2829,2829,234.7,54.99,26.8,171.73,Alexandria
2830,2830,234.87,54.89,26.74,174.08,Alexandria
2831,2831,234.97,53.69,27.1,185.16,Alexandria
2832,2832,235.07,55.83,26.39,168.11,Alexandria
2833,2833,235.05,54.73,26.66,177.01,Alexandria
2834,2834,234.98,55.67,26.9,169.98,Alexandria
2835,2835,235.4,55.43,26.71,175.53,Alexandria
2836,2836,234.9,55.17,26.83,172.69,Alexandria
2837,2837,234.91,54.94,26.73,174.22,Alexandria
2838,2838,234.62,54.95,26.72,170.99,Alexandria
2839,2839,235.1,54.75,26.69,177.48,Alexandria
2840,2840,234.93,55.89,26.87,167.7,Alexandria
2841,2841,234.94,54.82,27.05,176.36,Alexandria
2842,2842,235.08,55.0,26.99,176.19,Alexandria
2843,2843,235.1,54.87,27.08,177.69,Alexandria
2844,2844,235.04,55.72,26.79,169.89,Alexandria
2845,2845,234.87,54.47,27.25,178.85,Alexandria
2846,2846,235.28,55.12,26.98,177.44,Alexandria
2847,2847,235.15,54.61,27.05,180.07,Alexandria
2848,2848,235.08,55.55,26.84,171.68,Alexandria
2849,2849,234.84,55.41,26.86,170.35,Alexandria
2850,2850,235.42,55.9,26.92,172.88,Alexandria
2851,2851,234.83,54.84,26.95,174.73,Alexandria
2852,2852,235.29,54.75,27.3,181.3,Alexandria
2853,2853,234.75,54.08,26.87,179.24,Alexandria
2854,2854,235.0,55.44,27.08,172.48,Alexandria
2855,2855,235.12,54.86,27.23,178.44,Alexandria
2856,2856,234.95,56.02,27.11,167.7,Alexandria
2857,2857,234.94,54.84,27.12,176.37,Alexandria
2858,2858,234.73,54.35,27.24,178.25,Alexandria
2859,2859,234.74,54.69,27.21,175.66,Alexandria
2860,2860,235.2,54.82,26.94,178.71,Alexandria
2861,2861,234.81,55.72,27.14,168.59,Alexandria
2862,2862,235.11,56.27,26.96,167.04,Alexandria
2863,2863,234.95,56.36,27.03,164.93,Alexandria
2864,2864,235.11,55.61,27.25,172.88,Alexandria
2865,2865,234.98,54.73,27.0,177.26,Alexandria
2866,2866,235.15,54.41,26.8,180.81,Alexandria
2867,2867,235.01,54.76,26.95,177.17,Alexandria
2868,2868,234.91,55.41,26.69,170.52,Alexandria
2869,2869,235.16,56.16,27.0,168.57,Alexandria
2870,2870,234.82,55.37,26.84,170.28,Alexandria
2871,2871,235.14,55.24,27.01,175.11,Alexandria
2872,2872,234.74,55.47,27.13,169.66,Alexandria
2873,2873,234.7,55.29,26.92,169.9,Alexandria
2874,2874,234.68,55.35,26.67,168.51,Alexandria
2875,2875,234.98,54.45,27.06,179.57,Alexandria
2876,2876,234.9,56.81,27.02,160.96,Alexandria
2877,2877,234.85,54.02,27.09,181.47,Alexandria
2878,2878,235.31,54.41,27.42,184.39,Alexandria
2879,2879,235.06,54.45,27.07,180.4,Alexandria
2880,2880,235.15,57.0,27.05,162.27,Alexandria
2881,2881,234.9,55.44,27.02,171.23,Alexandria
2882,2882,235.27,55.47,27.1,175.1,Alexandria
2883,2883,234.68,55.29,26.99,169.85,Alexandria
2884,2884,235.08,55.51,27.15,173.01,Alexandria
2885,2885,234.91,55.05,26.81,173.6,Alexandria
2886,2886,235.21,54.09,26.67,183.42,Alexandria
2887,2887,234.88,55.08,27.04,173.74,Alexandria
2888,2888,235.03,55.54,26.93,171.52,Alexandria
2889,2889,235.02,54.98,26.96,175.64,Alexandria
2890,2890,234.89,54.06,27.07,181.52,Alexandria
2891,2891,235.2,54.32,26.85,182.16,Alexandria
2892,2892,234.95,55.4,26.62,170.83,Alexandria
2893,2893,234.97,55.26,27.05,173.37,Alexandria
2894,2894,234.9,55.56,27.08,170.56,Alexandria
2895,2895,235.19,55.15,27.0,176.31,Alexandria
2896,2896,234.93,55.17,27.13,173.86,Alexandria
2897,2897,234.68,55.04,27.15,172.2,Alexandria
2898,2898,234.99,54.35,26.52,178.76,Alexandria
2899,2899,234.86,55.36,26.98,171.2,Alexandria
2900,2900,234.79,53.78,27.02,182.47,Alexandria
2901,2901,234.89,55.66,26.88,168.99,Alexandria
2902,2902,234.48,54.47,26.77,173.26,Alexandria
2903,2903,235.19,54.78,27.16,179.53,Alexandria
2904,2904,235.12,55.21,26.77,174.45,Alexandria
2905,2905,234.98,55.43,27.27,172.8,Alexandria
2906,2906,235.15,55.6,27.32,173.53,Alexandria
2907,2907,234.75,54.65,27.11,175.76,Alexandria
2908,2908,235.03,54.83,26.95,176.87,Alexandria
2909,2909,234.86,55.13,26.67,172.05,Alexandria
2910,2910,235.33,53.95,27.38,187.87,Alexandria
2911,2911,234.93,54.33,26.63,178.55,Alexandria
2912,2912,234.88,55.83,27.02,168.13,Alexandria
2913,2913,234.9,55.32,26.85,171.59,Alexandria
2914,2914,234.74,54.53,26.74,175.49,Alexandria
2915,2915,234.9,54.19,26.78,179.75,Alexandria
2916,2916,235.0,54.63,27.52,179.8,Alexandria
2917,2917,234.88,55.75,26.81,168.05,Alexandria
2918,2918,234.72,54.04,26.56,178.34,Alexandria
2919,2919,234.98,54.82,27.01,176.6,Alexandria
2920,2920,235.06,55.37,26.9,173.02,Alexandria
2921,2921,235.14,54.23,27.19,183.28,Alexandria
2922,2922,235.03,54.22,27.13,181.98,Alexandria
2923,2923,235.15,55.48,27.38,174.59,Alexandria
2924,2924,234.93,55.76,26.62,167.87,Alexandria
2925,2925,234.99,55.27,27.01,173.35,Alexandria
2926,2926,234.55,56.26,27.02,161.39,Alexandria
2927,2927,235.23,54.57,26.95,180.91,Alexandria
2928,2928,235.17,55.2,27.14,176.15,Alexandria
2929,2929,235.03,54.39,26.81,179.74,Alexandria
2930,2930,235.28,54.16,26.89,184.32,Alexandria
2931,2931,234.73,54.31,27.25,178.54,Alexandria
2932,2932,235.49,54.96,27.02,180.93,Alexandria
2933,2933,234.95,55.14,26.97,173.81,Alexandria
2934,2934,235.14,55.03,26.91,176.49,Alexandria
2935,2935,235.12,55.94,27.33,170.69,Alexandria
2936,2936,235.2,55.17,26.89,175.91,Alexandria
2937,2937,234.99,54.7,26.77,176.86,Alexandria
2938,2938,235.23,55.93,26.94,170.78,Alexandria
2939,2939,234.73,54.77,26.66,173.35,Alexandria
2940,2940,235.23,54.87,26.92,178.6,Alexandria
2941,2941,234.9,54.09,27.14,181.58,Alexandria
2942,2942,235.24,55.43,27.13,175.18,Alexandria
2943,2943,235.03,55.39,27.25,173.58,Alexandria
2944,2944,234.86,55.58,27.19,170.21,Alexandria
2945,2945,234.95,54.51,27.07,178.72,Alexandria
2946,2946,235.21,54.95,26.83,177.47,Alexandria
2947,2947,234.86,54.41,27.06,178.64,Alexandria
2948,2948,234.91,55.02,26.99,174.34,Alexandria
2949,2949,235.26,55.15,27.44,178.3,Alexandria
2950,2950,235.02,54.21,27.25,182.23,Alexandria
2951,2951,234.9,54.68,26.88,176.43,Alexandria
2952,2952,235.21,53.95,27.06,185.59,Alexandria
2953,2953,235.37,55.03,26.84,178.58,Alexandria
2954,2954,234.52,55.29,27.03,168.37,Alexandria
2955,2955,234.98,54.88,27.22,176.77,Alexandria
2956,2956,234.84,55.62,27.05,169.38,Alexandria
2957,2957,234.88,55.72,27.11,169.16,Alexandria
2958,2958,234.9,54.71,27.25,177.34,Alexandria
2959,2959,235.32,55.08,26.9,177.9,Alexandria
2960,2960,234.92,54.78,26.96,176.23,Alexandria
2961,2961,235.07,55.41,27.19,173.71,Alexandria
2962,2962,234.86,54.81,27.15,175.94,Alexandria
2963,2963,234.98,55.83,26.77,168.39,Alexandria
2964,2964,234.73,54.81,26.51,172.6,Alexandria
2965,2965,234.79,55.61,27.13,169.09,Alexandria
2966,2966,234.99,54.6,27.4,179.59,Alexandria
2967,2967,234.78,54.3,27.09,178.67,Alexandria
2968,2968,234.88,54.19,27.14,180.61,Alexandria
2969,2969,234.67,55.65,27.15,167.57,Alexandria
2970,2970,234.8,54.24,26.84,178.62,Alexandria
2971,2971,235.31,55.49,26.95,174.88,Alexandria
2972,2972,234.9,53.7,26.64,183.08,Alexandria
2973,2973,235.18,54.48,26.8,180.64,Alexandria
2974,2974,235.23,54.97,26.97,177.98,Alexandria
2975,2975,235.16,54.93,26.75,176.93,Alexandria
2976,2976,234.91,55.73,26.88,168.76,Alexandria
2977,2977,234.94,54.48,27.14,179.14,Alexandria
2978,2978,234.9,54.91,26.72,174.26,Alexandria
2979,2979,234.67,55.16,26.72,169.96,Alexandria
2980,2980,234.83,55.18,26.85,171.91,Alexandria
2981,2981,234.81,54.45,26.83,177.0,Alexandria
2982,2982,234.95,54.89,26.99,175.73,Alexandria
2983,2983,235.15,55.59,26.82,172.13,Alexandria
2984,2984,234.77,54.14,26.88,179.13,Alexandria
2985,2985,235.4,55.32,27.12,177.6,Alexandria
2986,2986,234.86,54.96,27.23,174.98,Alexandria
2987,2987,234.97,55.59,27.1,171.08,Alexandria
2988,2988,235.08,54.84,26.86,177.12,Alexandria
2989,2989,234.82,55.32,27.09,171.44,Alexandria
2990,2990,234.61,55.15,27.0,170.31,Alexandria
2991,2991,234.98,55.42,26.86,171.78,Alexandria
2992,2992,234.81,54.8,26.92,174.74,Alexandria
2993,2993,235.31,54.62,27.06,181.75,Alexandria
2994,2994,235.1,55.7,27.05,171.49,Alexandria
2995,2995,235.09,54.42,26.77,179.99,Alexandria
2996,2996,235.14,55.86,26.46,168.91,Alexandria
2997,2997,234.93,54.55,26.62,176.86,Alexandria
2998,2998,234.89,55.09,27.15,174.07,Alexandria
2999,2999,234.91,54.12,26.96,181.02,Alexandria
3000,3000,235.09,54.63,26.84,178.75,Alexandria
3001,3001,234.74,54.9,27.25,174.19,Alexandria
3002,3002,234.95,55.27,27.07,173.17,Alexandria
3003,3003,235.5,55.51,27.44,178.23,Alexandria
3004,3004,235.19,54.98,26.92,177.34,Alexandria
3005,3005,235.27,54.66,27.52,182.31,Alexandria
3006,3006,235.17,55.52,27.24,174.1,Alexandria
3007,3007,234.97,54.4,27.42,180.93,Alexandria
3008,3008,235.26,55.24,26.96,176.23,Alexandria
3009,3009,235.17,54.8,27.33,179.67,Alexandria
3010,3010,235.21,54.56,26.96,180.83,Alexandria
3011,3011,235.28,54.61,26.81,180.71,Alexandria
3012,3012,234.84,53.58,27.66,186.38,Alexandria
3013,3013,234.93,54.65,26.72,176.49,Alexandria
3014,3014,235.14,54.74,26.85,178.37,Alexandria
3015,3015,235.27,54.82,26.8,179.0,Alexandria
3016,3016,235.31,54.45,27.52,184.41,Alexandria
3017,3017,234.89,55.67,26.8,168.78,Alexandria
3018,3018,235.03,54.08,26.96,182.5,Alexandria
3019,3019,234.93,54.88,27.0,175.63,Alexandria
3020,3020,235.13,54.51,26.88,180.09,Alexandria
3021,3021,234.98,55.69,27.43,171.41,Alexandria
3022,3022,235.18,55.64,26.69,171.73,Alexandria
3023,3023,235.23,55.1,27.44,178.44,Alexandria
3024,3024,234.62,54.17,27.12,178.05,Alexandria
3025,3025,234.84,55.48,27.19,170.79,Alexandria
3026,3026,234.87,54.4,26.72,177.7,Alexandria
3027,3027,234.77,55.39,26.94,169.9,Alexandria
3028,3028,234.96,55.03,26.72,173.99,Alexandria
3029,3029,234.74,55.5,27.28,169.91,Alexandria
3030,3030,234.86,55.1,27.16,173.76,Alexandria
3031,3031,235.07,54.63,27.26,179.68,Alexandria
3032,3032,235.18,55.97,26.85,169.65,Alexandria
3033,3033,235.05,55.6,26.95,171.33,Alexandria
3034,3034,235.22,54.05,27.02,184.95,Alexandria
3035,3035,235.07,54.7,27.07,178.61,Alexandria
3036,3036,234.82,54.84,26.72,173.91,Alexandria
3037,3037,235.08,54.54,26.76,178.97,Alexandria
3038,3038,234.96,54.91,27.01,175.76,Alexandria
3039,3039,235.28,55.2,26.96,176.71,Alexandria
3040,3040,235.13,55.36,26.9,173.82,Alexandria
3041,3041,234.91,55.44,26.96,171.07,Alexandria
3042,3042,234.65,55.3,26.8,169.03,Alexandria
3043,3043,235.28,56.68,27.21,166.56,Alexandria
3044,3044,234.82,55.67,26.92,168.34,Alexandria
3045,3045,235.18,54.28,27.23,183.33,Alexandria
3046,3046,235.01,55.02,27.04,175.54,Alexandria
3047,3047,235.04,54.99,27.07,176.11,Alexandria
3048,3048,234.47,54.19,26.91,175.63,Alexandria
3049,3049,234.97,55.3,27.27,173.69,Alexandria
3050,3050,235.1,55.18,26.82,174.69,Alexandria
3051,3051,234.94,55.07,27.42,175.58,Alexandria
3052,3052,235.2,55.59,26.76,172.42,Alexandria
3053,3053,234.99,54.9,27.15,176.55,Alexandria
3054,3054,235.25,54.39,26.64,181.55,Alexandria
3055,3055,235.2,54.94,26.86,177.53,Alexandria
3056,3056,235.15,56.3,26.93,167.21,Alexandria
3057,3057,235.05,54.45,26.97,180.01,Alexandria
3058,3058,234.86,56.51,26.78,162.21,Alexandria
3059,3059,234.88,54.66,27.08,176.94,Alexandria
3060,3060,235.28,55.17,26.99,177.07,Alexandria
3061,3061,234.87,54.99,27.03,174.3,Alexandria
3062,3062,234.98,55.29,26.96,172.99,Alexandria
3063,3063,234.53,54.4,26.87,174.62,Alexandria
3064,3064,234.96,55.31,26.65,171.73,Alexandria
3065,3065,234.92,54.49,27.14,178.82,Alexandria
3066,3066,234.94,54.79,27.3,177.24,Alexandria
3067,3067,235.12,54.33,27.08,182.0,Alexandria
3068,3068,234.9,55.56,27.51,171.76,Alexandria
3069,3069,234.86,54.68,26.97,176.3,Alexandria
3070,3070,235.43,55.13,27.32,180.02,Alexandria
3071,3071,234.88,55.42,26.89,170.78,Alexandria
3072,3072,235.14,55.31,26.95,174.52,Alexandria
3073,3073,234.95,55.18,27.09,173.84,Alexandria
3074,3074,234.71,55.74,26.57,165.6,Alexandria
3075,3075,234.91,55.13,26.92,173.31,Alexandria
3076,3076,235.04,55.27,27.16,174.42,Alexandria
3077,3077,234.81,53.96,27.03,181.24,Alexandria
3078,3078,235.12,55.17,27.12,175.78,Alexandria
3079,3079,235.04,55.58,27.19,172.12,Alexandria
3080,3080,235.08,54.95,27.24,177.37,Alexandria
3081,3081,234.93,55.06,26.79,173.61,Alexandria
3082,3082,234.95,54.55,27.27,179.13,Alexandria
3083,3083,235.16,53.76,27.18,186.95,Alexandria
3084,3084,235.19,55.4,27.24,175.23,Alexandria
3085,3085,234.95,54.88,27.21,176.49,Alexandria
3086,3086,235.27,55.48,26.67,173.67,Alexandria
3087,3087,235.16,55.58,26.95,172.65,Alexandria
3088,3088,234.62,55.18,26.8,169.56,Alexandria
3089,3089,235.35,55.6,27.02,174.71,Alexandria
3090,3090,234.58,54.99,27.02,171.24,Alexandria
3091,3091,235.2,54.64,27.04,180.32,Alexandria
3092,3092,235.3,54.7,27.08,181.06,Alexandria
3093,3093,235.26,54.61,27.1,181.36,Alexandria
3094,3094,234.9,54.93,27.25,175.7,Alexandria
3095,3095,235.45,55.35,27.07,177.77,Alexandria
3096,3096,234.97,55.67,27.05,170.37,Alexandria
3097,3097,235.18,55.54,27.02,173.33,Alexandria
3098,3098,234.92,55.74,26.98,169.11,Alexandria
3099,3099,234.94,55.62,27.04,170.32,Alexandria
3100,3100,235.01,54.87,27.14,176.98,Alexandria
3101,3101,234.91,55.52,27.04,170.81,Alexandria
3102,3102,235.11,54.74,26.66,177.48,Alexandria
3103,3103,235.0,55.18,27.04,174.29,Alexandria
3104,3104,235.01,56.0,27.11,168.49,Alexandria
3105,3105,234.74,54.16,27.25,179.78,Alexandria
3106,3106,235.12,55.76,26.96,170.91,Alexandria
3107,3107,234.97,54.33,26.89,179.8,Alexandria
3108,3108,234.93,54.13,27.21,181.86,Alexandria
3109,3109,234.77,55.01,27.27,173.78,Alexandria
3110,3110,235.13,55.07,27.04,176.43,Alexandria
3111,3111,235.05,55.13,26.94,174.89,Alexandria
3112,3112,235.18,55.42,26.92,173.97,Alexandria
3113,3113,235.07,53.67,26.95,185.89,Alexandria
3114,3114,235.25,54.65,26.87,180.33,Alexandria
3115,3115,235.17,54.33,27.04,182.32,Alexandria
3116,3116,234.7,55.23,27.24,171.3,Alexandria
3117,3117,235.11,55.36,26.72,173.08,Alexandria
3118,3118,235.07,55.4,27.16,173.68,Alexandria
3119,3119,235.05,54.37,26.95,180.55,Alexandria
3120,3120,234.94,55.7,27.0,169.57,Alexandria
3121,3121,235.09,55.06,26.99,175.9,Alexandria
3122,3122,235.29,55.06,27.19,178.61,Alexandria
3123,3123,235.03,55.38,26.91,172.68,Alexandria
3124,3124,234.99,55.65,27.17,170.95,Alexandria
3125,3125,235.13,55.35,26.79,173.63,Alexandria
3126,3126,234.95,54.93,26.98,175.44,Alexandria
3127,3127,234.52,54.7,27.21,173.31,Alexandria
3128,3128,235.21,56.09,27.02,169.6,Alexandria
3129,3129,234.99,55.18,26.88,173.66,Alexandria
3130,3130,235.02,54.97,26.89,175.54,Alexandria
3131,3131,235.44,54.27,27.02,185.51,Alexandria
3132,3132,235.27,55.77,27.09,172.8,Alexandria
3133,3133,234.53,55.0,27.0,170.55,Alexandria
3134,3134,234.99,56.24,26.94,165.93,Alexandria
3135,3135,235.14,55.93,26.7,169.09,Alexandria
3136,3136,235.09,54.85,27.14,177.92,Alexandria
3137,3137,235.42,54.98,27.27,180.88,Alexandria
3138,3138,234.79,56.03,27.09,165.82,Alexandria
3139,3139,235.19,55.77,27.14,172.15,Alexandria
3140,3140,235.4,54.51,27.12,183.64,Alexandria
3141,3141,234.95,55.11,27.1,174.39,Alexandria
3142,3142,235.37,54.87,26.83,179.76,Alexandria
3143,3143,235.1,55.74,27.02,171.02,Alexandria
3144,3144,235.47,55.35,27.05,177.9,Alexandria
3145,3145,234.78,55.28,27.06,171.28,Alexandria
3146,3146,234.54,54.66,26.75,172.47,Alexandria
3147,3147,234.87,53.83,27.18,183.37,Alexandria
3148,3148,234.69,55.99,27.02,164.88,Alexandria
3149,3149,234.82,55.42,27.14,170.86,Alexandria
