Composition,Glass_Forming,Composition_Length,num_elements
Co14B8C3,True,8,3
Co14B9C2,False,8,3
Co14Mo6C5,True,9,3
Co14Mo7C4,True,9,3
Co14Ni64.5P21.5,False,15,3
Co14Ni67P19,False,11,3
Co14Ni69P17,False,11,3
Co14Si5C,False,8,3
Co14SiB5,True,8,3
Co15(B3C2)2,True,11,3
Co15(B4C)2,True,10,3
Co15(Mo3C2)2,True,12,3
Co15B7C3,True,8,3
Co15B9C,True,7,3
Co15Si16.5Pd68.5,True,16,3
Co15Si2B3,True,9,3
Co15Si2C3,False,9,3
Co15Si3B2,True,9,3
Co15Si3C2,False,9,3
Co15Si4B,False,8,3
Co15Si4C,False,8,3
Co15SiB4,True,8,3
Co15SiC4,False,8,3
Co15W2C3,False,8,3
Co15W3C2,False,8,3
Co15WC4,False,7,3
Co16(B2C)3,True,10,3
Co16B4C5,False,8,3
Co16B5C4,True,8,3
Co16B7C2,True,8,3
Co16B8C,True,7,3
Co16B9,True,6,2
Co16Mo4C5,True,9,3
Co16Mo5C4,True,9,3
Co16Ni65P19,False,11,3
Co16Si3C,False,8,3
Co16SiB3,True,8,3
Co16SiC3,False,8,3
Co16W3C,False,7,3
Co16W5C4,False,8,3
Co16WC3,False,7,3
Co17(B3C)2,True,10,3
Co17(BC)4,False,9,3
Co17(MoC)4,True,10,3
Co17(SiB)4,True,10,3
Co17(WC)4,False,9,3
Co17B3,False,6,2
Co17B5C3,True,8,3
Co17B7C,True,7,3
Co17B8,True,6,2
Co17C3,False,6,2
Co17Mo3C5,True,9,3
Co17Si3,False,7,2
Co17SiB2,False,8,3
Co17SiC2,False,8,3
Co17W2C,False,7,3
Co17W3C5,False,8,3
Co17W5C3,False,8,3
Co18B3C4,False,8,3
Co18B4C3,True,8,3
Co18B5C2,True,8,3
Co18B6C,True,7,3
Co18B7,True,6,2
Co18Mo3C4,True,9,3
Co18W3C4,True,8,3
Co18WC,False,6,3
Co19(B2C)2,True,10,3
Co19(BC)3,True,9,3
Co19B5C,True,7,3
Co19B6,True,6,2
Co19Si,False,6,2
Co2(Ni11P3)7,True,12,3
Co20.9Si16.5Pd62.6,False,18,3
Co20B2C3,False,8,3
Co20B3C2,False,8,3
Co20B4C,True,7,3
Co21(BC)2,False,9,3
Co21B3C,False,7,3
Co21B4,True,6,2
Co21Mo20C9,False,10,3
Co22B2C,False,7,3
Co22B3,True,6,2
Co23(Mo2C)9,True,11,3
Co23Mo16C11,True,11,3
Co23Mo20C7,False,10,3
Co25Mo14C11,True,11,3
Co25Mo16C9,True,10,3
Co25Mo18C7,False,10,3
Co27Mo12C11,True,11,3
Co27Mo14C9,True,10,3
Co29(Mo4C3)3,True,12,3
Co29(W4C3)3,False,11,3
Co29B20C,False,8,3
Co29Mo10C11,True,11,3
Co2Ni78.5P19.5,True,14,3
Co2Ni81P17,False,10,3
Co3.5Ni74.5P22,False,14,3
Co3.5Ni75.5P21,True,14,3
Co3.5Ni77P19.5,True,14,3
Co3.5Ni78.5P18,True,14,3
Co3.5Ni79.5P17,False,14,3
Co31B18C,True,8,3
Co31B19,True,7,2
Co31Mo10C9,True,10,3
Co31Mo12C7,False,10,3
Co31Mo8C11,True,10,3
Co31W10C9,False,9,3
Co33B16C,True,8,3
Co33B17,True,7,2
Co33Mo8C9,True,9,3
Co33Ni33B34,True,11,3
Co33W10C7,False,9,3
Co33W8C9,False,8,3
Co34Mo5C11,True,10,3
Co34W7C9,False,8,3
Co35(Mo2C3)3,True,12,3
Co35(W2C3)3,True,11,3
Co35Mo8C7,False,9,3
Co35W7C8,True,8,3
Co35W8C7,True,8,3
Co36(WC)7,True,9,3
Co36Mo5C9,True,9,3
Co36W5C9,False,8,3
Co37B13,True,7,2
Co37Mo4C9,False,9,3
Co37Mo5C8,False,9,3
Co37Mo6C7,False,9,3
Co37W5C8,False,8,3
Co37W7C6,False,8,3
Co38Mo5C7,False,9,3
Co38W5C7,False,8,3
Co39B11,True,7,2
Co39Si5B6,True,9,3
Co3B,True,4,2
Co3B2,True,5,2
Co3BC,True,5,3
Co3MoC,True,6,3
Co3Si,False,5,2
Co3SiB,False,6,3
Co3WC,False,5,3
Co4.2Si16.5Pd79.3,True,17,3
Co40Si3B7,True,9,3
Co41B9,True,6,2
Co41Si2B7,False,9,3
Co41Si4B5,False,9,3
Co4B,True,4,2
Co4C,False,4,2
Co4Si,False,5,2
Co59B41,True,7,2
Co5Ni73P22,False,10,3
Co5Ni74P21,True,10,3
Co5Ni75.5P19.5,True,14,3
Co5Ni77P18,True,10,3
Co5Ni78P17,False,10,3
Co6.7Si16.5Pd76.8,True,17,3
Co60Si17.5B22.5,False,15,3
Co62.5Si12.5B25,True,15,3
Co62.5Si17.5B20,False,15,3
Co65Si22.5C12.5,True,15,3
Co65Si7.5B27.5,True,14,3
Co65W17.5C17.5,False,14,3
Co67.5Si12.5B20,True,15,3
Co67.5Si15C17.5,True,15,3
Co67.5Si17.5C15,True,15,3
Co67.5Si20C12.5,True,15,3
Co67.5Si22.5C10,True,15,3
Co67.5Si7.5B25,True,14,3
Co67.5W17.5C15,False,14,3
Co67.5W20C12.5,False,14,3
Co7(Ni24P7)3,True,12,3
Co7(Ni25P6)3,True,12,3
Co70.5Si14.75B14.75,True,19,3
Co70W17.5C12.5,False,14,3
Co71B29,True,7,2
Co72.5Si12.5B15,True,15,3
Co72.5Si7.5B20,True,14,3
Co72.5W15C12.5,True,14,3
Co73Si13.5B13.5,True,15,3
Co74.5W7.5C18,False,13,3
Co75Si12.5B12.5,True,15,3
Co75Si7.5B17.5,True,14,3
Co75W12.5C12.5,False,14,3
Co77.5Si10B12.5,True,15,3
Co77.5Si12.5B10,True,15,3
Co77.5Si15B7.5,True,14,3
Co77.5Si7.5B15,True,14,3
Co77.5W10C12.5,False,14,3
Co77.5W15C7.5,False,13,3
Co77.5W7.5C15,False,13,3
Co77W5C18,False,9,3
Co78(SiB)11,True,11,3
Co7B3,True,5,2
Co7MoC2,True,7,3
Co7Ni71P22,False,10,3
Co7Ni73.5P19.5,True,14,3
Co7Ni76P17,False,10,3
Co7Si2B,False,7,3
Co7Si3,False,6,2
Co7SiB2,True,7,3
Co7SiC2,False,7,3
Co7W2C,False,6,3
Co7WC2,False,6,3
Co80.5Si7B12.5,False,14,3
Co80B7P13,True,9,3
Co80Si7.5B12.5,True,14,3
Co80W7.5C12.5,False,13,3
Co81.5B18.5,True,11,2
Co82.5W10C7.5,False,13,3
Co82.5W7.5C10,False,13,3
Co83B17,True,7,2
Co85W2.5C12.5,False,13,3
Co85W7.5C7.5,False,12,3
Co87.5W2.5C10,False,13,3
Co89B11,True,7,2
Co8SiB,False,6,3
Co8WC,False,5,3
Co95W2.5C2.5,False,12,3
Co9C,False,4,2
Co9Ni69.5P21.5,False,14,3
Co9Ni72P19,True,10,3
Co9Ni74P17,False,10,3
Co9Si,False,5,2
CoNi38P11,False,9,3
CoNi40P9,True,8,3
CoSi2Pd7,True,8,3
Cr(Ge2Pd9)9,True,11,3
Cr0.5Si20Pd79.5,True,15,3
Cr10Co11C4,False,10,3
Cr10Fe13C2,False,10,3
Cr10Fe31B9,True,10,3
Cr10Fe33B7,True,10,3
Cr10Fe37B3,False,10,3
Cr10Fe39B,False,9,3
Cr10Ni4Mo11,True,11,3
Cr10Ni71P19,True,11,3
Cr11(Co10C3)3,False,13,3
Cr11(Fe11B2)3,True,13,3
Cr11(Fe12B)3,False,12,3
Cr11Co9C5,True,9,3
Cr11Fe29C10,False,11,3
Cr11Fe34B5,False,10,3
Cr11Fe35B4,False,10,3
Cr11Fe74B15,True,11,3
Cr12Co9C4,True,9,3
Cr12Fe31B7,True,10,3
Cr12Fe33B5,True,10,3
Cr12Fe35B3,False,10,3
Cr12Fe73B15,True,11,3
Cr13(Ni3Mo)3,True,12,3
Cr13Co26C11,False,11,3
Cr13Co28C9,True,10,3
Cr13Fe28C9,True,10,3
Cr13Fe30B7,True,10,3
Cr13Fe31B6,True,10,3
Cr13Fe32B5,True,10,3
Cr13Fe33B4,False,10,3
Cr13Fe34B3,False,10,3
Cr14(Fe3C)9,True,11,3
Cr14Fe29C7,False,10,3
Cr14FeB5,True,8,3
Cr15Co24C11,False,11,3
Cr15Co26C9,True,10,3
Cr15Fe26C9,True,10,3
Cr15Fe71B14,True,11,3
Cr15Fe73B12,True,11,3
Cr15Fe77B8,False,10,3
Cr15Fe79B6,False,10,3
Cr15Fe81B4,False,10,3
Cr15Ni66P19,True,11,3
Cr16Fe25C9,True,10,3
Cr17(Co2C)11,True,12,3
Cr17(Co8C3)3,True,12,3
Cr18Fe23C9,True,10,3
Cr19(Ni5Mo22)3,False,14,3
Cr19Co20C11,True,11,3
Cr19Co22C9,True,10,3
Cr19Ni62Mo19,True,12,3
Cr2(Fe5B)3,True,10,3
Cr2(Fe5C)3,False,10,3
Cr2(Ge3Pd13)3,True,13,3
Cr2.5Fe77.5B20,True,14,3
Cr2.5Fe80.5B17,True,14,3
Cr2.5Fe82.5B15,True,14,3
Cr20(Co7C3)3,True,12,3
Cr20(Fe7C3)3,True,12,3
Cr20Fe23C7,False,10,3
Cr20Ni61P19,True,11,3
Cr21Co18C11,True,11,3
Cr22(Ni7Mo19)3,True,14,3
Cr22Co19C9,True,10,3
Cr22Ni17Mo61,False,12,3
Cr23(Fe5P2)11,True,13,3
Cr23Co20C7,False,10,3
Cr23Ni17Mo10,True,12,3
Cr23Ni34Mo43,True,12,3
Cr24(NiMo)13,True,12,3
Cr24.5Fe56B19.5,True,15,3
Cr24Co17C9,True,10,3
Cr24Fe55B21,True,11,3
Cr24Fe56.5P19.5,True,15,3
Cr24Ni11Mo15,True,12,3
Cr25Fe57.5B17.5,True,15,3
Cr25Fe57.5P17.5,True,15,3
Cr25Ni56P19,True,11,3
Cr26Fe59.5P14.5,True,15,3
Cr26Fe60.5P13.5,True,15,3
Cr26Ni19Mo5,True,11,3
Cr27Fe62B11,True,11,3
Cr27Ni15Mo8,True,11,3
Cr27Ni8Mo15,True,11,3
Cr2Co18B5,True,9,3
Cr2Co2B,True,7,3
Cr2Co2C,True,7,3
Cr2Fe18B5,True,9,3
Cr2Fe18P5,True,9,3
Cr2Fe21B2,True,9,3
Cr2Fe22B,True,8,3
Cr2Fe2B,True,7,3
Cr2Fe7B,False,7,3
Cr2Ni2P,True,7,3
Cr3(Fe10B)2,False,11,3
Cr30Ni51P19,True,11,3
Cr32Ni43Mo25,True,12,3
Cr35Ni27Mo38,True,12,3
Cr38Ni37Mo25,True,12,3
Cr39Ni28Mo33,True,12,3
Cr3Co13B4,True,9,3
Cr3Co5B2,True,8,3
Cr3Fe13B4,True,9,3
Cr3Fe14B3,True,9,3
Cr3Fe15B2,False,9,3
Cr3Fe15C2,False,9,3
Cr3Fe21B,False,8,3
Cr3Fe37B10,True,10,3
Cr3Fe37P10,True,10,3
Cr3Fe5B2,True,8,3
Cr3Ge18Pd79,True,11,3
Cr3Ni13P4,True,9,3
Cr3Ni5B2,True,8,3
Cr3Ni77P20,True,10,3
Cr3NiP,True,6,3
Cr3Si10Pd37,True,11,3
Cr3Si20Pd77,True,11,3
Cr4(Fe27B5)3,True,12,3
Cr40Fe47C13,False,11,3
Cr42Ni31Mo27,True,12,3
Cr43.5Ni40.5P16,True,15,3
Cr4Fe13B3,True,9,3
Cr4Fe19B2,False,9,3
Cr4Fe20B,False,8,3
Cr4Fe41B5,False,9,3
Cr4Fe43B3,True,9,3
Cr4Fe45B,True,8,3
Cr4P,False,4,2
Cr5(Fe13B2)3,True,12,3
Cr5(Fe14B)3,True,11,3
Cr5(Fe4B)3,True,10,3
Cr5(Fe4B)4,True,10,3
Cr5(Fe4B)9,True,10,3
Cr5(Fe9B)2,False,10,3
Cr5(Fe9C)2,False,10,3
Cr5(Ni4P)19,True,11,3
Cr53Ni18Mo29,True,12,3
Cr55.93Ni28.93P15.14,True,20,3
Cr56Ni39Mo5,True,11,3
Cr58(Ni9P5)3,True,12,3
Cr59.81Ni25.31P14.88,True,20,3
Cr5Co11B4,True,9,3
Cr5Co3B2,True,8,3
Cr5Fe11B4,True,9,3
Cr5Fe17B3,True,9,3
Cr5Fe19B,False,8,3
Cr5Fe37B8,True,9,3
Cr5Fe38B7,True,9,3
Cr5Fe41B4,True,9,3
Cr5Fe43B2,True,9,3
Cr5Fe44B,True,8,3
Cr5Fe77B18,True,10,3
Cr5Fe79B16,True,10,3
Cr5Fe81B14,True,10,3
Cr5Fe83B12,True,10,3
Cr5Fe87B8,False,9,3
Cr5Fe89B6,False,9,3
Cr5Fe91B4,False,9,3
Cr5Ge18Pd77,True,11,3
Cr5Ni11B4,True,9,3
Cr5Ni3P2,True,8,3
Cr6.6Fe79B14.4,True,14,3
Cr69.6Ni16.2P14.2,False,17,3
Cr6Co14C5,False,9,3
Cr6Co15C4,False,9,3
Cr6Fe11B3,True,9,3
Cr6Fe16B3,True,9,3
Cr6Fe17B2,False,9,3
Cr6Fe39B5,False,9,3
Cr6Fe41B3,False,9,3
Cr6Fe43B,False,8,3
Cr7(Co7C2)2,False,11,3
Cr7(Fe26B5)3,True,12,3
Cr7(Ge6Pd25)3,True,13,3
Cr7.5Co67.5B25,True,14,3
Cr72.5Ni13.5P14,False,15,3
Cr73Fe10P17,True,11,3
Cr74Fe9P17,True,10,3
Cr7Co13C5,True,9,3
Cr7Fe34B9,True,9,3
Cr7Fe35B8,True,9,3
Cr7Fe36B7,True,9,3
Cr7Fe37B6,True,9,3
Cr7Fe38B5,False,9,3
Cr7Fe39B4,False,9,3
Cr7Fe40B3,False,9,3
Cr7Fe41B2,False,9,3
Cr7Fe42B,False,8,3
Cr7Fe76P17,True,10,3
Cr7Fe77B16,True,10,3
Cr7Fe79B14,True,10,3
Cr7Fe9B4,True,8,3
Cr7Ni34P9,True,9,3
Cr7Ni73P20,True,10,3
Cr7NiP2,False,7,3
Cr7Si20Pd73,True,11,3
Cr8(Fe13B)3,False,11,3
Cr85(Fe2B3)3,True,12,3
Cr87P13,False,7,2
Cr8Co12C5,True,9,3
Cr8Co13C4,False,9,3
Cr8Fe41B,False,8,3
Cr9(Co3C)4,False,10,3
Cr9Co11C5,True,9,3
Cr9Co7B4,True,8,3
Cr9Fe35B6,True,9,3
Cr9Fe36B5,False,9,3
Cr9Fe37B4,False,9,3
Cr9Fe38B3,False,9,3
Cr9Fe76B15,True,10,3
Cr9Ni31P10,True,10,3
CrCo3B,True,6,3
CrCo7B2,True,7,3
CrCo7P2,True,7,3
CrFe15B4,True,8,3
CrFe16B3,True,8,3
CrFe17B2,False,8,3
CrFe18C,False,7,3
CrFe19B5,True,8,3
CrFe19P5,True,8,3
CrFe39P10,True,9,3
CrFe3B,True,6,3
CrFe79B20,True,9,3
CrFe7B2,True,7,3
CrFe8B,False,6,3
CrNi15P4,True,8,3
CrNi3B,True,6,3
CrNi3P,True,6,3
CrNi7B2,True,7,3
CrNi7P2,True,7,3
CrSi10Pd39,True,10,3
CrSi20Pd79,True,10,3
CrSi4Pd15,True,9,3
CrSi5Pd19,True,9,3
Cu(Ni25P8)3,False,11,3
Cu(Ni5P)4,False,9,3
Cu1.7Si16.5Pd81.8,True,17,3
Cu10Si15.8Pd74.2,True,16,3
Cu10Si16.5Pd73.5,True,16,3
Cu10Si17Pd73,True,12,3
Cu11Si19.5Pd69.5,True,16,3
Cu12.5Si16.5Pd71,True,16,3
Cu12.5Si17Pd70.5,True,16,3
Cu12Ni67P21,False,11,3
Cu12Si15.5Pd72.5,True,16,3
Cu13(Ni22P7)3,False,13,3
Cu13(Ni23P6)3,False,13,3
Cu13Ag12,False,8,2
Cu13Ni67P20,False,11,3
Cu14.4Ni65.6P20,True,15,3
Cu14.5Si16.5Pd69,True,16,3
Cu14Si15.1Pd70.9,True,16,3
Cu15Si16.5Pd68.5,True,16,3
Cu15Si16Pd69,True,12,3
Cu16.5Si16.5Pd67,True,16,3
Cu19Si16.5Pd64.5,True,16,3
Cu2(Ni13P3)3,True,12,3
Cu20.9Si16.5Pd62.6,True,18,3
Cu26.7Si16.5Pd56.8,False,18,3
Cu2Ag2Ge,True,8,3
Cu2Ni18P5,True,9,3
Cu2Ni37P11,True,10,3
Cu2Si17.25Pd80.75,True,17,3
Cu3.5Si16.5Pd80,True,15,3
Cu37.5Ag37.5Ge25,True,16,3
Cu38.75Ag38.75Ge22.5,True,20,3
Cu3Ni17P5,True,9,3
Cu3Ni36P11,True,10,3
Cu3Ni37P10,True,10,3
Cu3Ni38P9,True,9,3
Cu3Ni73P24,False,10,3
Cu3Ni80B17,True,10,3
Cu3Ni81P16,False,10,3
Cu3Si17Pd80,True,11,3
Cu4.2Si16.5Pd79.3,True,17,3
Cu4.5Si18Pd77.5,True,15,3
Cu4Ni35P11,True,10,3
Cu4Ni37P9,True,9,3
Cu4Si16.5Pd79.5,True,15,3
Cu4Si16.9Pd79.1,True,15,3
Cu4Si9Pd37,True,10,3
Cu5(Ni4P)9,True,10,3
Cu5.7Si20.5Pd73.8,True,17,3
Cu5.8Si19.5Pd74.7,True,17,3
Cu5.9Si17.5Pd76.6,True,17,3
Cu5.9Si18.5Pd75.6,True,17,3
Cu52.8Ni27.2P20,True,15,3
Cu5Ni34P11,True,10,3
Cu6(SiPd3)11,True,12,3
Cu6.1Si15.5Pd78.4,True,17,3
Cu6.7Si16.5Pd76.8,True,17,3
Cu61.6Ni18.4P20,True,15,3
Cu67Ni17P16,True,11,3
Cu69Ni13P18,True,11,3
Cu6Si16.5Pd77.5,True,15,3
Cu73Ag27,False,8,2
Cu73Ni11P16,True,11,3
Cu78.5Ag14P7.5,False,14,3
Cu7Ni33P10,False,10,3
Cu7Ni34P9,False,9,3
Cu7Si16.5Pd76.5,True,15,3
Cu7Si17Pd76,True,11,3
Cu7Si20Pd73,True,11,3
Cu80.3Ag12.2P7.5,True,16,3
Cu80.5Ag10.5P9,False,14,3
Cu80.8Ag12.2P7,True,14,3
Cu81.5Ag10.5P8,True,14,3
Cu81.5Ag12.2P6.3,False,16,3
Cu81.9Ag10.5P7.6,True,16,3
Cu82.5Ag10.5P7,True,14,3
Cu82.5Ag9P8.5,False,13,3
Cu82.8Ag9P8.2,True,13,3
Cu83.5Ag8.9P7.6,True,15,3
Cu84.5Ag7P8.5,False,13,3
Cu84.5Ag9P6.5,False,13,3
Cu84Ag9P7,True,9,3
Cu85(Ag3P2)3,False,12,3
Cu85.2Ag7.1P7.7,True,15,3
Cu85.5Ag7.5P7,True,13,3
Cu86Ag7.5P6.5,False,13,3
Cu87Ag5.5P7.5,False,13,3
Cu8Si16.2Pd75.8,True,15,3
Cu9Si16Pd75,True,11,3
CuNi19P5,True,8,3
CuNi37P12,False,9,3
CuNi38P11,True,9,3
CuNi39P10,True,9,3
CuNi40P9,True,8,3
CuNi41P8,False,8,3
CuNi7P2,True,7,3
CuNi83P16,False,9,3
CuSi2Pd7,True,8,3
Dy0.3Zr10Fe89.7,True,15,3
Dy42Zr5Fe3,False,10,3
Dy44Zr5Fe,True,9,3
Er67.5B10Au22.5,True,15,3
Fe(CuAg)2,False,9,3
Fe1.7Si16.5Pd81.8,True,17,3
Fe10B19N21,True,10,3
Fe10Si16.5Pd73.5,True,16,3
Fe12.3Ni64.7B23,True,15,3
Fe12.5Si16.5Pd71,True,16,3
Fe12.5Si6B81.5,False,14,3
Fe12Ag13,False,8,2
Fe12B5F3,True,8,3
Fe12B7F,True,7,3
Fe12Cu3Ag10,False,11,3
Fe13Ag12,False,8,2
Fe13B4F3,True,8,3
Fe13B7,True,6,2
Fe13Cu47Ag40,False,12,3
Fe13Ni2B5,True,9,3
Fe13Ni5B2,False,9,3
Fe13Si20Pd67,True,12,3
Fe13Si2C5,True,9,3
Fe13Si3B4,True,9,3
Fe13Si3C4,True,9,3
Fe13Si4C3,True,9,3
Fe13Si5C2,True,9,3
Fe14(SiB)3,True,10,3
Fe14(SiC)3,True,10,3
Fe14Cu55Ag31,False,12,3
Fe15B2Mo3,True,9,3
Fe15B4Mo,True,8,3
Fe15CoB4,True,8,3
Fe15Cu22Ag13,False,12,3
Fe15Cu3B2,False,9,3
Fe15CuB4,False,8,3
Fe15Ni3B2,False,9,3
Fe15NiB4,True,8,3
Fe15P2C3,True,8,3
Fe15P3C2,True,8,3
Fe15P4C,True,7,3
Fe15Si16.5Pd68.5,False,16,3
Fe15Si2B3,True,9,3
Fe15Si3B2,True,9,3
Fe15SiB4,True,8,3
Fe16.5Co66.5B17,True,15,3
Fe16B3C,True,7,3
Fe16B3P,True,7,3
Fe16B4Mo5,True,9,3
Fe16Cu5B4,False,9,3
Fe16GeB3,True,8,3
Fe16Ni5B4,True,9,3
Fe16P3C,True,7,3
Fe16PC3,False,7,3
Fe16Si3B,True,8,3
Fe16SiB3,True,8,3
Fe16SiP3,True,8,3
Fe16W4C5,False,8,3
Fe17(Cu5Ag6)3,False,13,3
Fe17B2C,True,7,3
Fe17B2Mo,False,8,3
Fe17B3,True,6,2
Fe17B3Mo5,True,9,3
Fe17Cu5B3,False,9,3
Fe17Cu8,False,7,2
Fe17CuB2,False,8,3
Fe17Ni5B3,True,9,3
Fe17NiB2,True,8,3
Fe17P2C,False,7,3
Fe17W3C5,True,8,3
Fe18.5Ni54.5B27,True,15,3
Fe18B2Mo5,False,9,3
Fe18B5Mo2,True,9,3
Fe18B5W2,True,8,3
Fe18Ni53B29,True,11,3
Fe18Ni5B2,False,9,3
Fe18Si4B3,True,9,3
Fe18W2C5,False,8,3
Fe19(B2Mo)2,True,11,3
Fe19(BMo)3,True,10,3
Fe19.5Ni58.5B22,True,15,3
Fe19B,False,5,2
Fe19B5Mo,True,8,3
Fe19B5P,True,7,3
Fe19B5W,True,7,3
Fe19B6,True,6,2
Fe19BMo5,False,8,3
Fe19CoB5,True,8,3
Fe19Ni19B12,True,11,3
Fe19Ni21B10,True,11,3
Fe19Ni5B,False,8,3
Fe19WC5,False,7,3
Fe20(Ni7B3)3,True,12,3
Fe20.5Ni60.5B19,True,15,3
Fe20B2Mo3,False,9,3
Fe20B2P3,True,8,3
Fe20B3Mo2,True,9,3
Fe20B3P2,True,8,3
Fe20B4C,True,7,3
Fe20B4P,True,7,3
Fe20BF4,False,7,3
Fe20BP4,True,7,3
Fe20Cu11Ag19,True,12,3
Fe20Cu49Ag31,False,12,3
Fe20Ge2B3,True,9,3
Fe20Si2B3,True,9,3
Fe20Si2P3,True,9,3
Fe20SiP4,True,8,3
Fe20WC4,False,7,3
Fe21B4,True,6,2
Fe21BMo3,False,8,3
Fe21BP3,False,7,3
Fe21Co62B17,True,11,3
Fe21Cu15Ag14,True,12,3
Fe21Cu6Ag23,True,11,3
Fe21Ni21B8,True,10,3
Fe21Ni59B20,True,11,3
Fe21Ni61.5B17.5,True,15,3
Fe21Ni62.5B16.5,True,15,3
Fe21Ni62B17,True,11,3
Fe21SiB3,True,8,3
Fe22B3,True,6,2
Fe22BMo2,False,8,3
Fe22Cu29Ag49,False,12,3
Fe22Ni59B19,True,11,3
Fe23Cu27,False,8,2
Fe23Ni59B18,True,11,3
Fe23Ni60B17,True,11,3
Fe24Ni59B17,True,11,3
Fe25Ni59B16,True,11,3
Fe27Cu45Ag28,False,12,3
Fe27Cu51Ag22,False,12,3
Fe28B9F13,False,9,3
Fe29.5Ni50.5B20,True,15,3
Fe29Ag21,False,8,2
Fe29B7F14,False,9,3
Fe29Co54B17,True,11,3
Fe29Cu71,False,8,2
Fe29Cu8Ag63,False,11,3
Fe2Co2B,True,7,3
Fe2Cu83Ag15,False,11,3
Fe2CuAg,False,7,3
Fe2Ni2B,True,7,3
Fe2Ni2P,True,7,3
Fe30.5Ni50.5B19,True,15,3
Fe30B19F,True,8,3
Fe31.5Ni50.5B18,True,15,3
Fe31Cu10B9,False,10,3
Fe31Mo10C9,True,10,3
Fe31Ni10B9,True,10,3
Fe31W10C9,False,9,3
Fe31W8C11,False,9,3
Fe32.5Ni50.5B17,True,15,3
Fe32Cu37Ag31,False,12,3
Fe32W7C11,True,9,3
Fe33.5Ni50.5B16,True,15,3
Fe33Ag67,False,8,2
Fe33B12N5,True,9,3
Fe33B7Mo10,True,10,3
Fe33Cu10B7,False,10,3
Fe33Mo8C9,True,9,3
Fe33Ni10B7,True,10,3
Fe33Ni50B17,True,11,3
Fe33Ni5B12,True,10,3
Fe33W10C7,False,9,3
Fe33W6C11,True,9,3
Fe33W7C10,True,9,3
Fe33W8C9,False,8,3
Fe34W5C11,True,9,3
Fe34W7C9,False,8,3
Fe35(B2Mo3)3,True,12,3
Fe35(Mo2C3)3,True,12,3
Fe35(Si3B2)3,True,12,3
Fe35(W2C3)3,False,11,3
Fe35W4C11,False,9,3
Fe35W8C7,False,8,3
Fe36.5Ni36.5B27,True,15,3
Fe36B5Mo9,True,9,3
Fe36Cu13Ag51,False,12,3
Fe36Cu23Ag41,True,12,3
Fe36Cu49Ag15,False,12,3
Fe36Cu5B9,False,9,3
Fe36Ni5B9,True,9,3
Fe36Si5B9,True,9,3
Fe37(Cu2Ag)21,False,13,3
Fe37Ag63,False,8,2
Fe37B10Mo3,True,10,3
Fe37B10N3,True,9,3
Fe37B3Mo10,False,10,3
Fe37B4Mo9,False,9,3
Fe37B7Mo6,True,9,3
Fe37Cu41Ag22,False,12,3
Fe37Cu5B8,False,9,3
Fe37Cu63,False,8,2
Fe37Mo4C9,True,9,3
Fe37Ni10B3,False,10,3
Fe37Ni37B26,True,11,3
Fe37Ni5B8,True,9,3
Fe37Si5B8,True,9,3
Fe37SiB12,False,9,3
Fe37W2C11,False,9,3
Fe37W4C9,False,8,3
Fe37W6C7,False,8,3
Fe37W8C5,False,8,3
Fe38(BMo3)3,False,11,3
Fe38(CuAg)31,True,12,3
Fe38(Mo3C)3,True,11,3
Fe38.5Ni38.5B23,True,15,3
Fe38B7Mo5,True,9,3
Fe38Cu5B7,False,9,3
Fe38Ni5B7,True,9,3
Fe38SiB11,False,9,3
Fe39Ag61,False,8,2
Fe39B10Mo,True,9,3
Fe39B11,True,7,2
Fe39B2Mo9,False,9,3
Fe39B5F6,True,8,3
Fe39B5Mo6,True,9,3
Fe39B6Mo5,True,9,3
Fe39B7Mo4,True,9,3
Fe39BMo10,False,9,3
Fe39Cu5B6,False,9,3
Fe39Ni10B,False,9,3
Fe39Ni39B22,True,11,3
Fe39Ni42B19,True,11,3
Fe39Ni5B6,True,9,3
Fe39Si2B9,True,9,3
Fe39Si4B7,True,9,3
Fe39Si5B6,True,9,3
Fe39SiB10,True,9,3
Fe39W2C9,False,8,3
Fe39W4C7,False,8,3
Fe39W6C5,False,8,3
Fe3Ag7,False,6,2
Fe3B,True,4,2
Fe3Co37B10,True,10,3
Fe3Co5B2,True,8,3
Fe3CoB,True,6,3
Fe3Cu7,False,6,2
Fe3Ni13B4,True,9,3
Fe3Ni13P4,True,9,3
Fe3Ni5B2,True,8,3
Fe3Ni5P2,True,8,3
Fe3Ni77P20,True,10,3
Fe3NiB,True,6,3
Fe3NiP,True,6,3
Fe4(CuAg)3,True,10,3
Fe4.2Si16.5Pd79.3,True,17,3
Fe40.5Ni40B19.5,True,15,3
Fe40B3P7,True,8,3
Fe40B7P3,True,8,3
Fe40B9C,True,7,3
Fe40B9P,True,7,3
Fe40B9Pd,True,8,3
Fe40BMo9,False,8,3
Fe40Cu31Ag29,False,12,3
Fe40GeB9,True,8,3
Fe40Si3P7,True,9,3
Fe40SiB9,True,8,3
Fe40SiP9,True,8,3
Fe41(B2P)3,True,10,3
Fe41(BMo2)3,False,11,3
Fe41(BP2)3,True,10,3
Fe41(SiB2)3,True,11,3
Fe41(W2C)3,False,10,3
Fe41.5Co41.5B17,True,15,3
Fe41.5Ni41B17.5,True,15,3
Fe41B4Mo5,False,9,3
Fe41B4P5,True,8,3
